sample_id,label_encoded,label_name
2043,11,5
3322,0,0
14292,10,4
10888,8,2
13661,5,1
3087,8,2
443,5,1
10077,8,2
11346,8,2
7560,5,1
13490,0,0
8130,10,4
12752,5,1
722,9,3
7373,5,1
5540,10,4
9878,10,4
13104,8,2
9427,11,5
8502,9,3
6612,11,5
10671,5,1
15235,8,2
1118,8,2
3551,5,1
10105,8,2
14047,5,1
6710,3,0_3
4567,5,1
15344,0,0
11999,10,4
15111,0,0
7861,10,4
6118,11,5
7355,0,0
1906,10,4
10433,7,1_5
6381,5,1
6393,8,2
985,5,1
3326,8,2
12912,5,1
2586,0,0
3755,5,1
7697,11,5
6713,8,2
15845,8,2
7985,11,5
15180,11,5
2085,7,1_5
12332,11,5
136,9,3
9889,8,2
9359,8,2
12366,6,1_4
49,9,3
6027,10,4
3364,8,2
6565,10,4
8237,8,2
5143,4,0_4
5971,9,3
1440,11,5
5055,10,4
3250,11,5
6010,0,0
15184,11,5
3842,5,1
501,5,1
3718,11,5
5071,11,5
7988,2,0_1_5
6400,0,0
5465,8,2
9573,11,5
6151,8,2
11736,11,5
3687,11,5
2710,0,0
1735,7,1_5
1259,5,1
12189,8,2
10071,11,5
6750,11,5
14367,5,1
2883,11,5
4040,8,2
6968,10,4
11622,5,1
10204,0,0
8951,5,1
2918,8,2
15694,10,4
7512,11,5
103,8,2
14746,11,5
11244,11,5
15413,0,0
5084,8,2
14978,0,0
12807,8,2
4468,5,1
1265,5,1
2440,10,4
3224,8,2
4334,10,4
7927,8,2
2217,8,2
16530,9,3
9574,5,1
13465,11,5
12953,9,3
16321,10,4
8757,7,1_5
14002,7,1_5
16617,5,1
16595,10,4
2974,8,2
7947,8,2
8035,11,5
10128,7,1_5
2404,11,5
14651,11,5
6880,10,4
13273,8,2
8440,8,2
8567,0,0
109,9,3
4847,5,1
16454,0,0
3801,11,5
1456,8,2
13536,11,5
8269,8,2
9651,8,2
15722,0,0
1175,8,2
11249,11,5
15140,11,5
257,11,5
13190,11,5
8628,11,5
4784,11,5
6203,8,2
12115,9,3
7053,4,0_4
7894,0,0
2492,8,2
5147,11,5
15010,8,2
8095,5,1
3681,11,5
15463,8,2
11108,8,2
5493,11,5
15987,5,1
8339,10,4
11665,11,5
10584,11,5
16315,10,4
8983,10,4
12502,11,5
12453,8,2
9234,8,2
9709,10,4
10551,8,2
10704,5,1
9593,8,2
3640,10,4
2969,11,5
1798,8,2
2616,8,2
3803,5,1
3892,5,1
14327,10,4
7727,11,5
12285,11,5
300,11,5
14028,9,3
13650,8,2
9737,11,5
8767,11,5
16417,8,2
15820,0,0
6090,3,0_3
14701,0,0
15670,11,5
9526,7,1_5
4942,11,5
7876,9,3
13667,10,4
4204,11,5
2950,0,0
12743,8,2
612,11,5
8786,8,2
2804,11,5
4433,11,5
10539,8,2
12821,11,5
3337,5,1
340,5,1
12876,11,5
7225,5,1
15937,10,4
9712,10,4
607,0,0
326,8,2
12793,8,2
13794,8,2
1126,5,1
7494,8,2
15153,9,3
14576,5,1
4924,8,2
8630,8,2
10927,11,5
5214,10,4
3399,5,1
2323,10,4
6924,10,4
12982,9,3
15400,5,1
11391,8,2
5346,7,1_5
3360,5,1
5100,11,5
10660,8,2
4967,5,1
15070,10,4
13909,11,5
11671,8,2
2270,5,1
3090,11,5
5111,10,4
3867,5,1
15454,11,5
8700,11,5
10828,5,1
9102,11,5
5030,5,1
1892,0,0
8226,5,1
5523,5,1
5167,11,5
10801,0,0
974,10,4
7688,0,0
9901,11,5
7267,11,5
2372,10,4
12122,10,4
4986,11,5
8299,9,3
6231,5,1
12595,8,2
7064,11,5
10406,10,4
10991,11,5
1911,8,2
8971,10,4
4767,11,5
8569,5,1
6317,8,2
15260,8,2
2341,8,2
5266,5,1
7491,11,5
6040,8,2
15523,0,0
9206,11,5
5351,7,1_5
5937,5,1
3367,8,2
13772,11,5
12459,10,4
13033,11,5
12603,11,5
14953,7,1_5
7718,5,1
15821,0,0
16317,11,5
4916,5,1
4968,11,5
7283,8,2
6773,8,2
13362,10,4
7457,11,5
5199,11,5
7040,5,1
7950,11,5
7226,5,1
348,8,2
112,5,1
12503,7,1_5
396,11,5
6762,5,1
2310,11,5
6921,8,2
15285,11,5
7884,11,5
2579,10,4
696,11,5
745,10,4
901,11,5
4729,8,2
2388,8,2
5518,11,5
2894,8,2
6910,11,5
6693,11,5
8558,8,2
14400,11,5
13431,8,2
5934,11,5
12586,10,4
4687,10,4
10480,11,5
6270,11,5
5552,11,5
16314,8,2
11540,8,2
13954,8,2
10565,0,0
11575,0,0
10459,3,0_3
15632,10,4
3150,8,2
9404,8,2
6299,10,4
9376,0,0
14610,11,5
8655,11,5
9958,11,5
7589,8,2
4837,5,1
865,8,2
6806,5,1
12069,10,4
12334,7,1_5
255,0,0
15246,8,2
10840,10,4
13230,11,5
3426,9,3
7938,5,1
3281,0,0
417,8,2
67,10,4
2545,11,5
13030,9,3
6058,5,1
13698,10,4
11017,11,5
1245,10,4
8049,5,1
8934,5,1
1717,9,3
13205,11,5
8097,11,5
6437,1,0_1
14876,8,2
2818,0,0
13376,11,5
14761,8,2
2946,10,4
6269,4,0_4
1940,8,2
15737,2,0_1_5
14212,11,5
15198,10,4
15359,10,4
14443,10,4
4064,11,5
4594,9,3
15951,10,4
5301,11,5
10367,11,5
2598,8,2
1607,8,2
14230,10,4
1644,11,5
12444,0,0
16643,9,3
1190,10,4
591,9,3
149,11,5
1292,8,2
4553,8,2
5066,11,5
16085,5,1
13199,5,1
11553,10,4
718,5,1
13982,8,2
7306,8,2
10759,5,1
5773,5,1
3450,11,5
1264,9,3
7209,11,5
9936,11,5
6820,8,2
6268,10,4
10727,11,5
1457,9,3
1531,0,0
15176,9,3
13089,8,2
12397,10,4
8408,8,2
12767,11,5
10482,5,1
10920,0,0
4353,8,2
2662,5,1
5879,7,1_5
1966,3,0_3
581,0,0
11423,10,4
7736,8,2
7613,0,0
1958,11,5
927,11,5
1025,5,1
4417,0,0
13143,9,3
7799,8,2
6578,11,5
15293,8,2
9781,11,5
9817,11,5
5894,8,2
4340,11,5
14825,11,5
719,11,5
7831,0,0
11547,7,1_5
15094,5,1
9794,11,5
5072,11,5
6766,10,4
15312,10,4
12210,5,1
5276,8,2
13989,0,0
3610,11,5
16722,11,5
12479,10,4
1553,8,2
6681,5,1
10672,7,1_5
11142,5,1
3631,8,2
2606,11,5
10159,8,2
894,5,1
5787,10,4
13988,8,2
3553,11,5
12650,5,1
13013,10,4
13917,5,1
1381,8,2
15639,5,1
2429,11,5
10287,11,5
10699,2,0_1_5
12836,8,2
137,11,5
7430,11,5
12768,5,1
13300,3,0_3
3372,4,0_4
15541,10,4
7229,8,2
9097,7,1_5
16124,5,1
2386,5,1
8106,7,1_5
6558,5,1
13566,11,5
16329,8,2
8551,11,5
16022,8,2
9487,8,2
12908,10,4
10361,5,1
5759,9,3
12211,11,5
9148,8,2
5172,9,3
1697,5,1
7713,8,2
16586,10,4
9786,8,2
996,8,2
13651,7,1_5
12059,1,0_1
3044,5,1
15801,10,4
9648,11,5
15332,11,5
1077,8,2
3357,10,4
13673,11,5
3260,5,1
11940,11,5
2712,5,1
2353,11,5
16184,8,2
2381,0,0
13462,11,5
12454,5,1
16133,10,4
10917,8,2
3741,7,1_5
8548,11,5
9527,8,2
2327,8,2
10255,8,2
2752,5,1
1741,10,4
13152,5,1
737,10,4
8704,11,5
1050,9,3
11156,9,3
9285,8,2
3864,10,4
3992,10,4
5417,3,0_3
4860,11,5
13483,7,1_5
252,8,2
9346,8,2
10190,11,5
16350,8,2
15682,0,0
4990,8,2
6637,8,2
15087,11,5
4768,0,0
11297,11,5
1595,9,3
6432,11,5
8522,11,5
12549,11,5
12600,5,1
8056,0,0
15391,11,5
16043,11,5
5009,11,5
784,11,5
6267,11,5
10044,8,2
617,8,2
45,0,0
7726,5,1
12726,11,5
1040,7,1_5
15954,10,4
5909,11,5
16718,8,2
7914,11,5
10553,11,5
1657,11,5
3733,10,4
5793,8,2
10241,7,1_5
15810,11,5
14977,5,1
451,8,2
2468,11,5
10339,8,2
3383,8,2
14500,8,2
3789,0,0
6648,5,1
3267,1,0_1
12378,8,2
1734,8,2
5563,8,2
10814,11,5
3950,11,5
14251,10,4
10150,11,5
12516,8,2
14137,11,5
5824,8,2
12231,8,2
14302,8,2
15654,8,2
15421,5,1
7637,11,5
321,9,3
506,8,2
13131,7,1_5
2687,5,1
7300,8,2
3559,11,5
8599,11,5
12001,10,4
15217,8,2
15212,10,4
13757,9,3
11695,10,4
465,10,4
1445,10,4
11694,8,2
9529,8,2
16145,11,5
1303,9,3
15337,10,4
15804,5,1
11740,8,2
11865,8,2
616,8,2
15397,5,1
14201,11,5
6152,11,5
5241,11,5
15547,11,5
1752,11,5
5841,11,5
6104,5,1
4996,10,4
1682,0,0
3861,9,3
8024,9,3
5073,5,1
4678,8,2
5403,10,4
11080,8,2
3078,0,0
774,8,2
1306,9,3
11399,5,1
10771,0,0
5634,7,1_5
11267,11,5
2655,8,2
11746,8,2
13685,5,1
2795,10,4
5182,8,2
9694,5,1
6405,2,0_1_5
2588,5,1
8197,9,3
8452,11,5
13877,0,0
9957,0,0
15038,5,1
7823,6,1_4
2127,3,0_3
14113,11,5
4311,9,3
2470,9,3
16280,11,5
6185,3,0_3
16571,8,2
11855,11,5
13351,8,2
15636,5,1
13912,5,1
1718,2,0_1_5
4838,7,1_5
9693,5,1
1590,11,5
1435,8,2
6885,11,5
7728,5,1
782,8,2
1370,5,1
5051,8,2
14378,10,4
9941,10,4
7072,10,4
2346,11,5
197,8,2
3340,5,1
1246,11,5
5424,5,1
5263,8,2
14451,0,0
10661,7,1_5
12736,5,1
16502,10,4
2889,11,5
15827,11,5
3049,0,0
14591,11,5
6878,7,1_5
13121,8,2
406,8,2
5031,11,5
2021,5,1
14060,5,1
3060,11,5
2835,0,0
10643,11,5
5254,5,1
9627,11,5
13843,11,5
558,7,1_5
9389,9,3
7208,8,2
8199,7,1_5
10692,11,5
11308,11,5
11982,0,0
13928,11,5
15222,11,5
3104,5,1
9138,5,1
13406,0,0
4631,5,1
7453,5,1
496,11,5
9973,10,4
1286,8,2
7507,11,5
15763,0,0
3485,11,5
12163,8,2
8012,10,4
6071,5,1
13385,7,1_5
5115,5,1
1421,8,2
10056,11,5
16217,10,4
11555,9,3
85,11,5
505,10,4
10591,5,1
7328,9,3
15896,8,2
14117,11,5
6487,11,5
10233,5,1
5036,7,1_5
526,11,5
2605,10,4
2029,11,5
14654,11,5
12016,10,4
9622,11,5
1975,11,5
16674,8,2
11676,11,5
10930,8,2
9534,7,1_5
15420,10,4
988,10,4
16433,10,4
16490,5,1
967,5,1
8822,11,5
3592,8,2
7165,10,4
15388,0,0
16181,8,2
1568,5,1
715,5,1
3771,8,2
194,11,5
5076,10,4
5438,11,5
3318,1,0_1
9746,11,5
12354,1,0_1
12481,0,0
12012,11,5
7580,11,5
8271,10,4
9543,8,2
10804,5,1
2344,8,2
8582,9,3
2129,9,3
12362,9,3
15146,0,0
14074,8,2
1360,8,2
5527,8,2
8457,8,2
105,10,4
432,5,1
11677,10,4
14069,11,5
1161,8,2
14387,11,5
4867,11,5
5130,11,5
2928,11,5
9629,8,2
8266,11,5
10541,8,2
5803,9,3
11598,0,0
12101,11,5
12619,5,1
13898,0,0
14142,5,1
12846,10,4
2234,6,1_4
3071,5,1
4495,5,1
12766,10,4
7691,11,5
3,8,2
9614,8,2
269,5,1
4883,11,5
351,5,1
8345,8,2
13636,8,2
7059,7,1_5
10192,11,5
1921,8,2
374,8,2
1865,8,2
14167,8,2
3999,8,2
2026,5,1
1036,10,4
13719,5,1
6379,9,3
1705,8,2
7667,5,1
8277,1,0_1
15809,11,5
12541,5,1
10347,8,2
533,0,0
14603,8,2
15683,8,2
6802,8,2
11639,11,5
10813,5,1
14335,11,5
16021,5,1
6330,10,4
11269,3,0_3
13831,10,4
8406,11,5
2194,8,2
9002,11,5
4940,11,5
566,11,5
573,5,1
12371,5,1
998,11,5
12509,8,2
15046,0,0
15313,11,5
16176,9,3
13998,11,5
4727,11,5
5905,10,4
3307,7,1_5
14704,7,1_5
9915,8,2
646,11,5
147,8,2
14276,5,1
6361,8,2
5777,8,2
15160,10,4
9423,11,5
4435,8,2
13544,8,2
12773,11,5
10492,11,5
3472,9,3
9332,9,3
14426,11,5
2805,9,3
12655,11,5
5068,10,4
2992,8,2
10388,11,5
14373,11,5
4295,5,1
4507,10,4
4383,9,3
2722,8,2
2768,11,5
12033,1,0_1
14755,11,5
13904,7,1_5
15331,8,2
8868,5,1
7961,11,5
4003,8,2
16691,8,2
14940,11,5
14745,10,4
10522,8,2
5881,8,2
14677,5,1
11485,5,1
13394,11,5
13252,11,5
10985,0,0
12986,10,4
5939,8,2
15112,8,2
16238,0,0
8347,5,1
4158,8,2
15357,5,1
2458,8,2
7940,11,5
12604,7,1_5
5502,11,5
12593,8,2
3630,7,1_5
3237,11,5
6733,8,2
7903,8,2
9605,11,5
11394,10,4
12518,9,3
7911,5,1
2410,11,5
4108,11,5
8811,11,5
2391,11,5
9920,11,5
7284,11,5
7089,8,2
10630,9,3
5121,5,1
5505,10,4
6143,2,0_1_5
5986,1,0_1
5599,1,0_1
3541,11,5
7945,10,4
2075,5,1
5951,8,2
4565,8,2
6943,5,1
11808,10,4
11105,5,1
9183,2,0_1_5
7987,11,5
12897,5,1
5600,8,2
8857,0,0
7372,0,0
6019,10,4
12350,5,1
7975,0,0
14094,11,5
9916,11,5
1195,5,1
8111,11,5
15728,11,5
1302,8,2
15982,0,0
7391,7,1_5
11395,11,5
1724,8,2
15157,5,1
5976,8,2
13987,9,3
3585,11,5
1169,5,1
12893,10,4
10841,5,1
5274,8,2
13135,4,0_4
10876,10,4
16651,8,2
15154,8,2
10351,11,5
9037,9,3
12853,11,5
9236,9,3
14780,11,5
508,9,3
8071,5,1
9126,10,4
12171,5,1
8828,7,1_5
9897,8,2
14713,8,2
7481,8,2
12433,8,2
3178,5,1
12979,0,0
2774,10,4
13266,11,5
12832,8,2
5735,5,1
14570,8,2
14522,10,4
2833,5,1
12080,8,2
11537,5,1
14436,11,5
8723,11,5
3310,11,5
8491,11,5
7136,8,2
6938,5,1
6083,4,0_4
15788,5,1
4846,5,1
13525,0,0
9211,0,0
14157,9,3
14867,8,2
11040,11,5
4379,11,5
14715,8,2
2471,0,0
16435,11,5
2699,9,3
10410,11,5
9108,11,5
14425,10,4
15213,5,1
4081,11,5
727,11,5
11120,8,2
6353,5,1
9905,11,5
11230,10,4
7923,0,0
1643,8,2
2099,5,1
3812,5,1
1856,9,3
6391,0,0
15785,8,2
5012,9,3
339,10,4
6392,8,2
7836,5,1
13146,3,0_3
5816,8,2
5448,11,5
7257,11,5
13186,10,4
936,8,2
1684,5,1
14924,11,5
1846,11,5
2069,0,0
14477,8,2
3698,8,2
14000,10,4
4212,10,4
10468,0,0
169,9,3
8515,10,4
8923,8,2
2790,8,2
6545,0,0
160,11,5
619,8,2
2678,9,3
3532,11,5
13770,9,3
12680,11,5
2304,5,1
6004,5,1
2717,5,1
1142,2,0_1_5
6338,11,5
14363,5,1
11869,11,5
12400,10,4
3854,4,0_4
7248,11,5
2438,10,4
8020,8,2
476,9,3
2898,11,5
16241,11,5
5657,11,5
9381,5,1
923,8,2
1409,8,2
8836,5,1
12303,9,3
12220,9,3
6825,8,2
15441,6,1_4
2368,9,3
14170,0,0
15606,9,3
13370,9,3
16168,8,2
4564,11,5
7714,11,5
15711,8,2
6509,5,1
15491,8,2
2957,8,2
11589,8,2
4492,11,5
15314,10,4
9290,10,4
3048,10,4
12943,8,2
1537,0,0
5391,10,4
8468,10,4
1564,11,5
5297,11,5
15555,11,5
5789,9,3
7382,7,1_5
14665,11,5
7339,5,1
12396,8,2
10506,8,2
4644,5,1
4691,8,2
9530,11,5
11410,8,2
6162,11,5
13531,5,1
212,2,0_1_5
15630,11,5
4667,8,2
575,11,5
3033,11,5
11342,9,3
12945,8,2
16196,6,1_4
7882,8,2
3785,10,4
7155,10,4
1408,11,5
5529,11,5
10905,7,1_5
128,11,5
6064,4,0_4
9554,11,5
8337,7,1_5
13210,0,0
3969,10,4
7222,11,5
9022,8,2
11446,8,2
4230,9,3
9100,9,3
7076,5,1
2951,5,1
7990,11,5
10166,10,4
5435,8,2
1197,5,1
8187,10,4
7343,5,1
10970,11,5
15304,2,0_1_5
16089,8,2
12994,6,1_4
14700,11,5
3106,5,1
14711,8,2
4885,5,1
8467,11,5
13513,11,5
11609,11,5
13959,6,1_4
14676,9,3
14203,8,2
13946,10,4
8508,11,5
2617,1,0_1
12300,5,1
5652,11,5
2376,8,2
6912,8,2
15625,5,1
15545,8,2
5422,8,2
2249,11,5
14317,8,2
6007,7,1_5
9193,2,0_1_5
16549,11,5
10240,11,5
16404,10,4
7473,5,1
16003,11,5
9825,5,1
9122,0,0
3492,11,5
8658,11,5
12113,5,1
2369,0,0
2843,9,3
9884,11,5
9965,8,2
11747,10,4
14843,8,2
10580,11,5
3003,8,2
16141,9,3
2718,11,5
12794,10,4
9603,7,1_5
10887,9,3
972,11,5
5284,10,4
10989,8,2
1792,11,5
12424,7,1_5
1638,0,0
5806,11,5
344,7,1_5
4022,11,5
798,8,2
16568,11,5
12861,8,2
13444,10,4
4871,8,2
13596,0,0
13887,11,5
7186,11,5
2363,5,1
2761,5,1
10312,8,2
2136,11,5
15280,11,5
13219,10,4
16653,11,5
3556,8,2
14979,11,5
14933,10,4
12351,11,5
9436,8,2
13819,9,3
4091,10,4
3124,11,5
3356,5,1
11153,8,2
5620,11,5
449,11,5
16471,9,3
7657,8,2
2453,5,1
1585,11,5
11737,11,5
11709,8,2
14103,8,2
3715,10,4
15861,11,5
10961,5,1
6022,10,4
3351,8,2
15372,11,5
4069,5,1
5347,8,2
14517,8,2
10072,8,2
3344,8,2
12143,4,0_4
43,9,3
1630,8,2
9858,8,2
3052,11,5
7232,8,2
12246,10,4
13412,8,2
12791,11,5
6719,8,2
7294,7,1_5
14707,11,5
10464,8,2
942,11,5
8964,11,5
16257,1,0_1
9827,8,2
3850,10,4
7495,8,2
2980,10,4
11895,8,2
426,8,2
12482,11,5
5962,5,1
14414,7,1_5
13805,5,1
2024,10,4
10686,8,2
15238,10,4
2893,5,1
7347,0,0
11226,5,1
11643,8,2
9851,11,5
2241,9,3
3236,5,1
1667,11,5
540,0,0
6109,9,3
8819,9,3
12004,8,2
10145,8,2
7767,11,5
16212,5,1
4363,7,1_5
9991,8,2
10908,8,2
14695,10,4
13295,8,2
9875,8,2
8270,5,1
3162,5,1
5157,11,5
11745,10,4
15027,5,1
14501,11,5
16336,8,2
15263,1,0_1
1745,11,5
8433,8,2
4518,7,1_5
4110,5,1
5477,6,1_4
6500,5,1
4402,0,0
4994,9,3
16677,5,1
10664,9,3
3735,0,0
5520,10,4
1049,0,0
2500,8,2
2384,8,2
1617,5,1
12212,11,5
5821,10,4
11037,5,1
9928,8,2
14078,8,2
1467,5,1
14172,10,4
9143,8,2
15925,9,3
127,11,5
1604,11,5
8659,11,5
4652,11,5
12676,10,4
293,8,2
938,11,5
14934,8,2
5699,11,5
12651,5,1
9430,8,2
15447,8,2
14579,0,0
6721,10,4
14253,10,4
1106,8,2
2501,8,2
3053,11,5
7787,11,5
9655,8,2
8100,7,1_5
7130,11,5
1692,5,1
13785,6,1_4
3807,7,1_5
58,10,4
7744,5,1
10258,8,2
1664,2,0_1_5
2476,0,0
8946,11,5
16109,8,2
11138,11,5
11875,5,1
4083,10,4
10483,11,5
14282,5,1
13881,5,1
16144,0,0
12349,5,1
15411,7,1_5
15923,11,5
184,5,1
8543,9,3
3494,5,1
261,8,2
4063,8,2
2763,5,1
16698,0,0
11057,11,5
14776,8,2
10742,5,1
5413,8,2
12661,11,5
15091,8,2
4592,5,1
6045,5,1
3923,8,2
1834,5,1
4581,11,5
10474,5,1
8453,8,2
12834,10,4
16153,5,1
8310,10,4
8665,11,5
5762,0,0
3350,8,2
641,8,2
3176,0,0
9802,8,2
16655,0,0
6712,10,4
4576,11,5
2282,11,5
16759,11,5
13745,11,5
7854,11,5
9811,5,1
14543,5,1
13327,11,5
1406,5,1
13389,5,1
4140,5,1
13388,8,2
2748,7,1_5
5818,8,2
8276,11,5
10188,8,2
8214,9,3
14030,0,0
14871,5,1
15021,8,2
12100,8,2
10807,8,2
2489,9,3
2760,0,0
11585,5,1
11987,11,5
13088,11,5
11499,8,2
7227,11,5
5948,11,5
9466,7,1_5
2711,0,0
9400,10,4
11196,0,0
7224,11,5
4482,11,5
13069,2,0_1_5
4521,7,1_5
5225,11,5
9974,10,4
14693,11,5
7255,11,5
7693,8,2
11800,8,2
3588,11,5
12717,11,5
9844,9,3
14671,11,5
11291,0,0
5140,8,2
12051,11,5
6372,11,5
6282,5,1
12431,8,2
15945,8,2
6639,5,1
11411,9,3
3879,8,2
15296,11,5
772,0,0
11840,8,2
5921,11,5
7167,10,4
1444,11,5
15815,8,2
4213,5,1
12573,8,2
13808,8,2
4191,8,2
15994,5,1
856,8,2
4583,5,1
7822,10,4
16019,8,2
9524,11,5
16438,10,4
4743,0,0
13888,8,2
7558,8,2
13759,10,4
4394,5,1
9497,8,2
6586,0,0
13714,8,2
12496,10,4
15854,8,2
1698,0,0
11100,11,5
3008,11,5
5492,9,3
11343,5,1
4808,8,2
11149,11,5
4303,5,1
8977,8,2
4740,10,4
12734,5,1
15216,9,3
4168,0,0
5701,10,4
9157,7,1_5
5010,6,1_4
10637,7,1_5
16090,11,5
4854,11,5
3443,11,5
4205,5,1
13985,8,2
2810,10,4
13445,10,4
13148,8,2
2591,5,1
959,11,5
15996,8,2
9650,11,5
12862,9,3
11764,9,3
304,9,3
7301,10,4
12491,8,2
11245,8,2
6394,8,2
3671,9,3
6489,0,0
6589,8,2
10475,0,0
6065,11,5
14828,8,2
4235,11,5
5499,8,2
7531,11,5
11533,2,0_1_5
1620,10,4
9471,8,2
15557,0,0
4710,5,1
2032,0,0
2685,0,0
7171,11,5
2505,0,0
11809,11,5
2525,0,0
1347,8,2
10736,2,0_1_5
9160,8,2
2584,9,3
10711,0,0
12340,8,2
6479,10,4
15859,11,5
11683,11,5
6845,8,2
41,11,5
15769,11,5
9667,11,5
4480,5,1
14214,9,3
14535,11,5
11016,11,5
12251,0,0
3039,8,2
1224,0,0
8355,8,2
9186,11,5
7524,6,1_4
3523,8,2
4889,8,2
11041,11,5
2841,5,1
8643,9,3
12865,10,4
10366,6,1_4
5317,11,5
15368,10,4
11654,11,5
2490,5,1
372,11,5
3869,8,2
13011,11,5
1471,8,2
6182,5,1
7860,11,5
12296,10,4
15110,3,0_3
12386,7,1_5
13479,9,3
3084,11,5
4628,5,1
1508,5,1
11776,8,2
14644,4,0_4
14706,0,0
8636,9,3
5488,9,3
1004,10,4
5846,2,0_1_5
12471,11,5
9005,0,0
16222,8,2
11427,10,4
10311,7,1_5
8692,2,0_1_5
10703,11,5
12263,0,0
6389,10,4
5503,8,2
8036,8,2
1454,11,5
116,11,5
3024,11,5
9623,5,1
2273,11,5
12998,8,2
11832,0,0
16252,11,5
735,5,1
3298,8,2
10852,5,1
78,10,4
14277,11,5
12562,7,1_5
6125,8,2
10803,10,4
4282,5,1
12054,11,5
890,8,2
11348,10,4
12215,5,1
82,10,4
15561,11,5
16525,8,2
14003,11,5
4748,8,2
7291,8,2
9462,11,5
7802,5,1
4945,0,0
4736,8,2
11858,11,5
9467,11,5
12068,8,2
5440,5,1
10231,11,5
3495,5,1
8942,5,1
11314,8,2
3545,9,3
1162,8,2
7587,0,0
16266,8,2
8326,9,3
15135,9,3
13718,9,3
1842,5,1
13238,5,1
14408,8,2
9131,5,1
4925,5,1
13481,8,2
2536,9,3
3765,9,3
5809,7,1_5
10947,11,5
6553,11,5
1786,5,1
2132,11,5
13583,8,2
6015,5,1
3507,9,3
3628,8,2
7235,8,2
1681,11,5
962,5,1
7850,11,5
11953,10,4
13492,8,2
3865,11,5
11887,9,3
4604,8,2
9724,5,1
12328,0,0
90,8,2
5210,0,0
11029,8,2
3223,0,0
6287,11,5
7629,7,1_5
8419,8,2
14145,8,2
10673,8,2
732,10,4
1764,11,5
15603,8,2
13778,0,0
329,2,0_1_5
16018,11,5
4823,11,5
6903,11,5
11765,8,2
11327,11,5
8028,11,5
2413,5,1
8885,6,1_4
16068,9,3
11305,5,1
12746,0,0
446,11,5
6480,11,5
9417,11,5
10767,11,5
5364,0,0
16534,5,1
13307,1,0_1
15725,11,5
3205,0,0
13647,0,0
2191,8,2
1602,9,3
14836,5,1
6148,11,5
1766,10,4
8997,11,5
5316,11,5
8926,5,1
7160,8,2
3377,8,2
5555,5,1
13994,11,5
16281,11,5
13864,11,5
14563,9,3
10877,11,5
10157,11,5
9164,8,2
9433,11,5
16711,8,2
12359,11,5
5649,5,1
9676,9,3
8471,9,3
15178,5,1
13913,11,5
10600,5,1
2091,11,5
7833,8,2
6144,5,1
3254,8,2
13680,10,4
12781,8,2
6247,11,5
2700,8,2
12062,11,5
14669,8,2
10602,9,3
1223,8,2
15229,8,2
15865,11,5
5106,11,5
16209,0,0
7622,9,3
10223,11,5
3985,11,5
4298,8,2
6510,9,3
6933,0,0
13010,11,5
11174,8,2
2309,11,5
1589,10,4
8496,10,4
1964,5,1
1843,11,5
9103,8,2
13187,8,2
14427,11,5
5191,11,5
1079,11,5
11637,8,2
3809,10,4
6841,11,5
2152,5,1
111,8,2
4817,9,3
8929,11,5
7405,11,5
5700,8,2
9480,0,0
518,10,4
13455,8,2
2002,5,1
15878,9,3
6874,5,1
3116,10,4
5907,8,2
10844,10,4
12095,11,5
10148,7,1_5
11409,10,4
5423,11,5
2038,8,2
1005,11,5
9985,11,5
16647,10,4
6613,8,2
9883,9,3
3099,8,2
10748,0,0
1129,11,5
561,8,2
4904,10,4
14554,0,0
5512,8,2
5737,5,1
7079,8,2
6755,11,5
7955,11,5
5676,0,0
2935,0,0
11285,8,2
13310,10,4
825,8,2
4085,11,5
13421,8,2
2965,10,4
13554,11,5
9511,5,1
662,11,5
10437,8,2
10627,8,2
5693,7,1_5
9656,8,2
15735,5,1
8170,5,1
11574,5,1
1678,9,3
14406,0,0
9328,10,4
11879,11,5
5697,9,3
6716,10,4
12931,0,0
9908,8,2
4599,11,5
1820,11,5
15664,10,4
6217,7,1_5
7200,0,0
8648,5,1
16023,10,4
7978,5,1
7506,8,2
12989,8,2
2480,9,3
1732,7,1_5
747,5,1
5229,11,5
14681,7,1_5
3905,7,1_5
441,11,5
1738,5,1
711,8,2
4491,5,1
15479,8,2
815,5,1
4759,8,2
14518,0,0
1281,11,5
97,8,2
12673,11,5
5295,5,1
2330,11,5
605,5,1
9079,5,1
3062,11,5
11678,11,5
12379,0,0
11850,0,0
13972,9,3
16479,8,2
15068,11,5
6328,5,1
5282,9,3
9939,7,1_5
16531,11,5
13319,0,0
14128,8,2
8594,10,4
7304,0,0
11844,9,3
4890,8,2
3515,11,5
10185,8,2
7648,10,4
5670,2,0_1_5
790,8,2
7757,11,5
2502,11,5
13921,9,3
885,11,5
12132,5,1
1562,0,0
9367,8,2
589,5,1
14801,9,3
14098,0,0
4382,11,5
6557,8,2
12910,8,2
6504,5,1
1260,8,2
1683,8,2
10921,5,1
13546,8,2
16430,11,5
4133,8,2
12776,11,5
7753,8,2
5370,11,5
1824,9,3
948,10,4
6951,11,5
4726,11,5
8061,5,1
9303,5,1
14340,5,1
16559,5,1
9204,10,4
514,11,5
10862,11,5
9545,8,2
5843,11,5
6385,1,0_1
11194,8,2
11885,5,1
9135,7,1_5
9488,0,0
12099,5,1
8817,7,1_5
2643,11,5
5053,5,1
9919,5,1
14118,8,2
8889,2,0_1_5
13142,11,5
13539,8,2
15887,0,0
3873,11,5
