sample_id,multihot_labels,readable_name
2732,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",powdery_mildew
80,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",frog_eye_leaf_spot
4217,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",powdery_mildew
15393,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",scab
12660,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",scab
7293,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0]",rust
12886,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",frog_eye_leaf_spot
13574,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",powdery_mildew
8739,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",healthy
4739,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",scab
6459,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",frog_eye_leaf_spot
1572,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",powdery_mildew
5914,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",powdery_mildew
14952,"[0.0, 1.0, 0.0, 0.0, 0.0, 1.0]",scab_and_powdery_mildew
879,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",frog_eye_leaf_spot
1578,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",powdery_mildew
9431,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",powdery_mildew
1509,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0]",rust
1896,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",scab
6312,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0]",rust
11513,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",complex
4112,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",powdery_mildew
9722,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",powdery_mildew
11188,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",healthy
1845,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",powdery_mildew
7149,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0]",rust
12927,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",powdery_mildew
15704,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",scab
9144,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",scab
4568,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",frog_eye_leaf_spot
6876,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",powdery_mildew
4742,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",powdery_mildew
15711,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",frog_eye_leaf_spot
15604,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",healthy
7596,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",powdery_mildew
15966,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",powdery_mildew
10458,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",complex
15109,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0]",rust
8928,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",scab
5096,"[0.0, 1.0, 0.0, 0.0, 1.0, 0.0]",scab_and_rust
5279,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",scab
16204,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",frog_eye_leaf_spot
14076,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",powdery_mildew
7652,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",powdery_mildew
3614,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",powdery_mildew
12939,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",powdery_mildew
2108,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",powdery_mildew
8176,"[0.0, 1.0, 0.0, 0.0, 0.0, 1.0]",scab_and_powdery_mildew
6162,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",powdery_mildew
16741,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",powdery_mildew
9481,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",scab
5595,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0]",rust
4696,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",healthy
9485,"[1.0, 1.0, 0.0, 0.0, 0.0, 0.0]",healthy_and_scab
5323,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",powdery_mildew
12633,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",healthy
7053,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0]",healthy_and_rust
9147,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",complex
13680,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0]",rust
6077,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",scab
7109,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",powdery_mildew
15196,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",frog_eye_leaf_spot
14378,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0]",rust
636,"[0.0, 1.0, 0.0, 0.0, 1.0, 0.0]",scab_and_rust
14779,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0]",rust
4325,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",powdery_mildew
3219,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",frog_eye_leaf_spot
13513,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",powdery_mildew
12528,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",powdery_mildew
12694,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",scab
9293,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",complex
1193,"[1.0, 0.0, 0.0, 1.0, 0.0, 0.0]",healthy_and_complex
45,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",healthy
6753,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0]",rust
976,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",powdery_mildew
11642,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",powdery_mildew
5674,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",powdery_mildew
14345,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",frog_eye_leaf_spot
2963,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",healthy
5563,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",frog_eye_leaf_spot
8137,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",powdery_mildew
1584,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",scab
14667,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",powdery_mildew
9463,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",frog_eye_leaf_spot
4515,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",powdery_mildew
14721,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",powdery_mildew
11129,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",healthy
1975,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",powdery_mildew
3912,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",complex
13788,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",scab
15464,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",scab
9489,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",frog_eye_leaf_spot
4411,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",powdery_mildew
14793,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",frog_eye_leaf_spot
13362,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0]",rust
14553,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",frog_eye_leaf_spot
11417,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",scab
13432,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0]",rust
12270,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",powdery_mildew
2840,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",powdery_mildew
8196,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",powdery_mildew
11925,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",powdery_mildew
13343,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",healthy
12402,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",powdery_mildew
7592,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0]",rust
15895,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",powdery_mildew
6348,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",scab
11446,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",frog_eye_leaf_spot
14681,"[0.0, 1.0, 0.0, 0.0, 0.0, 1.0]",scab_and_powdery_mildew
1832,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",scab
14452,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",healthy
14761,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",frog_eye_leaf_spot
460,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",healthy
4505,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",frog_eye_leaf_spot
8028,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",powdery_mildew
37,"[0.0, 1.0, 0.0, 0.0, 0.0, 1.0]",scab_and_powdery_mildew
576,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",frog_eye_leaf_spot
15800,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",powdery_mildew
3988,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",complex
9458,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",powdery_mildew
713,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",frog_eye_leaf_spot
559,"[1.0, 0.0, 0.0, 1.0, 0.0, 0.0]",healthy_and_complex
11032,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",frog_eye_leaf_spot
13475,"[0.0, 1.0, 0.0, 0.0, 0.0, 1.0]",scab_and_powdery_mildew
5183,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",powdery_mildew
9473,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",powdery_mildew
2335,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",complex
4899,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",frog_eye_leaf_spot
12784,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",healthy
4420,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",powdery_mildew
10801,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",healthy
5550,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",frog_eye_leaf_spot
12343,"[0.0, 1.0, 0.0, 0.0, 0.0, 1.0]",scab_and_powdery_mildew
5069,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",powdery_mildew
881,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",healthy
9717,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",scab
4900,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",powdery_mildew
11368,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",scab
567,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",frog_eye_leaf_spot
10363,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0]",rust
12836,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",frog_eye_leaf_spot
2245,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",complex
16665,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",powdery_mildew
15900,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",scab
4165,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",frog_eye_leaf_spot
16274,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",frog_eye_leaf_spot
9176,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",powdery_mildew
13710,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",healthy
9924,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",scab
239,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",scab
15621,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0]",rust
10075,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0]",rust
5687,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",frog_eye_leaf_spot
7305,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",healthy
11958,"[1.0, 1.0, 0.0, 0.0, 0.0, 0.0]",healthy_and_scab
1597,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",frog_eye_leaf_spot
11086,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",frog_eye_leaf_spot
11566,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",scab
9044,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",powdery_mildew
1901,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",powdery_mildew
5888,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",healthy
1180,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",powdery_mildew
9068,"[1.0, 1.0, 0.0, 0.0, 0.0, 1.0]",healthy_and_scab_and_powdery_mildew
13880,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",frog_eye_leaf_spot
7012,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0]",rust
4302,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",scab
3006,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",healthy
10839,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",frog_eye_leaf_spot
2781,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",scab
12991,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",complex
11422,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",healthy
7359,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",frog_eye_leaf_spot
7540,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",healthy
5830,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",frog_eye_leaf_spot
6518,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",powdery_mildew
8552,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0]",rust
5121,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",scab
8201,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",powdery_mildew
13402,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",powdery_mildew
10157,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",powdery_mildew
2829,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",frog_eye_leaf_spot
9807,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0]",rust
6889,"[1.0, 1.0, 0.0, 0.0, 0.0, 1.0]",healthy_and_scab_and_powdery_mildew
5787,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0]",rust
11011,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",healthy
13928,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",powdery_mildew
13641,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0]",rust
4219,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",powdery_mildew
3686,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",powdery_mildew
5980,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",frog_eye_leaf_spot
9341,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",complex
14775,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",frog_eye_leaf_spot
12122,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0]",rust
8781,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",scab
16110,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",frog_eye_leaf_spot
5340,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0]",rust
3413,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",scab
10809,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0]",rust
9330,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",powdery_mildew
906,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0]",rust
15987,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",scab
3693,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",healthy
15996,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",frog_eye_leaf_spot
3118,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",scab
14385,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",frog_eye_leaf_spot
14066,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",powdery_mildew
8499,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",frog_eye_leaf_spot
9189,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",scab
15548,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",frog_eye_leaf_spot
10282,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0]",rust
5987,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0]",rust
15220,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",scab
13442,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",scab
11902,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",powdery_mildew
295,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",powdery_mildew
8136,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",frog_eye_leaf_spot
5601,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0]",rust
10477,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",frog_eye_leaf_spot
11817,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",scab
1785,"[0.0, 1.0, 0.0, 0.0, 0.0, 1.0]",scab_and_powdery_mildew
10125,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",frog_eye_leaf_spot
4382,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",powdery_mildew
11293,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",scab
5318,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",powdery_mildew
5854,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0]",rust
10470,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",complex
1284,"[0.0, 1.0, 0.0, 0.0, 1.0, 0.0]",scab_and_rust
7646,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",healthy
1362,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0]",rust
9276,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0]",rust
14572,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",healthy
5453,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",frog_eye_leaf_spot
5733,"[0.0, 1.0, 0.0, 0.0, 0.0, 1.0]",scab_and_powdery_mildew
5769,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",powdery_mildew
4454,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0]",rust
16511,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",powdery_mildew
6682,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",scab
13911,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",scab
549,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",powdery_mildew
6482,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",complex
13979,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",complex
14631,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",powdery_mildew
6824,"[1.0, 0.0, 0.0, 1.0, 0.0, 0.0]",healthy_and_complex
3574,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",powdery_mildew
11433,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",frog_eye_leaf_spot
9760,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",scab
4352,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",healthy
10979,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",scab
2648,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",powdery_mildew
2586,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",healthy
7708,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",frog_eye_leaf_spot
4889,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",frog_eye_leaf_spot
15058,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",frog_eye_leaf_spot
3160,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",powdery_mildew
11733,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",scab
8768,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0]",rust
3182,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",healthy
16226,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",complex
3480,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",scab
2377,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",frog_eye_leaf_spot
7578,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",scab
14495,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",scab
5692,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",scab
9300,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",complex
9690,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",powdery_mildew
15411,"[0.0, 1.0, 0.0, 0.0, 0.0, 1.0]",scab_and_powdery_mildew
9423,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",powdery_mildew
6959,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",powdery_mildew
4587,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",frog_eye_leaf_spot
16219,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",frog_eye_leaf_spot
10895,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",powdery_mildew
8198,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",scab
13927,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",healthy
15625,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",scab
5399,"[0.0, 1.0, 0.0, 0.0, 0.0, 1.0]",scab_and_powdery_mildew
12779,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",frog_eye_leaf_spot
9736,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",complex
12494,"[0.0, 1.0, 0.0, 0.0, 0.0, 1.0]",scab_and_powdery_mildew
9389,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",complex
8650,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",scab
8870,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",powdery_mildew
11730,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",frog_eye_leaf_spot
11233,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0]",rust
5372,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",powdery_mildew
15298,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",powdery_mildew
4955,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",complex
1613,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",healthy
5829,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",frog_eye_leaf_spot
7403,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",scab
9385,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",frog_eye_leaf_spot
14767,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",powdery_mildew
9038,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",scab
2015,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",powdery_mildew
12738,"[0.0, 1.0, 0.0, 0.0, 0.0, 1.0]",scab_and_powdery_mildew
15855,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",powdery_mildew
13394,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",powdery_mildew
5756,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",healthy
7034,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",complex
5329,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",powdery_mildew
8330,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",scab
2981,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",frog_eye_leaf_spot
9257,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",frog_eye_leaf_spot
10423,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",healthy
15069,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0]",rust
243,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",powdery_mildew
4878,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",powdery_mildew
10763,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",powdery_mildew
106,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0]",rust
9090,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",frog_eye_leaf_spot
9864,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",powdery_mildew
15247,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",complex
15812,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0]",rust
15294,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",scab
4830,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",frog_eye_leaf_spot
11057,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",powdery_mildew
5344,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",frog_eye_leaf_spot
5202,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0]",healthy_and_rust
14590,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",powdery_mildew
16044,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",frog_eye_leaf_spot
4605,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",scab
11746,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",frog_eye_leaf_spot
7874,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",scab
15879,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",powdery_mildew
6973,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",scab
3960,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0]",rust
15700,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",frog_eye_leaf_spot
3873,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",powdery_mildew
179,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",scab
4446,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",scab
11464,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0]",rust
15968,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",healthy
7585,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",frog_eye_leaf_spot
